item_id,state_id,date,forecast
FOODS_3_819,CA,2016-05-23,5.595678455421161
FOODS_3_819,CA,2016-05-24,5.257252545658125
FOODS_3_819,CA,2016-05-25,5.257252545658125
FOODS_3_819,CA,2016-05-26,5.257252545658125
FOODS_3_819,CA,2016-05-27,5.333908423360856
FOODS_3_819,CA,2016-05-28,6.754213039172457
FOODS_3_819,CA,2016-05-29,7.055787978311514
FOODS_3_819,CA,2016-05-30,5.398828141366762
FOODS_3_819,CA,2016-05-31,5.942336779656607
FOODS_3_819,CA,2016-06-01,6.21603347292878
FOODS_3_819,CA,2016-06-02,6.21603347292878
FOODS_3_819,CA,2016-06-03,6.292689350631511
FOODS_3_819,CA,2016-06-04,7.1281475255124
FOODS_3_819,CA,2016-06-05,7.429722464651457
FOODS_3_819,CA,2016-06-06,6.44083476890797
FOODS_3_819,CA,2016-06-07,6.007414340347947
FOODS_3_819,CA,2016-06-08,6.007414340347947
FOODS_3_819,CA,2016-06-09,5.793509863264935
FOODS_3_819,CA,2016-06-10,5.7090616832693994
FOODS_3_819,CA,2016-06-11,6.836348607684821
FOODS_3_819,CA,2016-06-12,7.1379235468238775
FOODS_3_819,CA,2016-06-13,5.632405805566669
FOODS_3_819,CA,2016-06-14,5.632405805566669
FOODS_3_819,CA,2016-06-15,5.632405805566669
FOODS_3_819,CA,2016-06-16,5.632405805566669
FOODS_3_819,CA,2016-06-17,5.6560921000795705
FOODS_3_819,CA,2016-06-18,6.754213039172457
FOODS_3_819,CA,2016-06-19,7.055787978311514
FOODS_3_090,CA,2016-05-23,185.0951860886677
FOODS_3_090,CA,2016-05-24,175.62926072287922
FOODS_3_090,CA,2016-05-25,179.3735796113682
FOODS_3_090,CA,2016-05-26,169.90488022404912
FOODS_3_090,CA,2016-05-27,199.84008076203813
FOODS_3_090,CA,2016-05-28,237.95936480807927
FOODS_3_090,CA,2016-05-29,228.35066507003253
FOODS_3_090,CA,2016-05-30,163.45922661045887
FOODS_3_090,CA,2016-05-31,177.19799563534775
FOODS_3_090,CA,2016-06-01,164.20694528492206
FOODS_3_090,CA,2016-06-02,164.20694528492206
FOODS_3_090,CA,2016-06-03,203.14152167052018
FOODS_3_090,CA,2016-06-04,242.59215066342813
FOODS_3_090,CA,2016-06-05,232.67558595475745
FOODS_3_090,CA,2016-06-06,164.20694528492206
FOODS_3_090,CA,2016-06-07,164.20694528492206
FOODS_3_090,CA,2016-06-08,164.20694528492206
FOODS_3_090,CA,2016-06-09,164.20694528492206
FOODS_3_090,CA,2016-06-10,200.5877994365013
FOODS_3_090,CA,2016-06-11,242.59215066342813
FOODS_3_090,CA,2016-06-12,232.67558595475745
FOODS_3_090,CA,2016-06-13,164.20694528492206
FOODS_3_090,CA,2016-06-14,164.20694528492206
FOODS_3_090,CA,2016-06-15,164.20694528492206
FOODS_3_090,CA,2016-06-16,164.20694528492206
FOODS_3_090,CA,2016-06-17,200.5877994365013
FOODS_3_090,CA,2016-06-18,242.59215066342813
FOODS_3_090,CA,2016-06-19,232.67558595475745
HOBBIES_1_234,CA,2016-05-23,12.266441559948202
HOBBIES_1_234,CA,2016-05-24,12.266441559948202
HOBBIES_1_234,CA,2016-05-25,15.071961401987677
HOBBIES_1_234,CA,2016-05-26,15.071961401987677
HOBBIES_1_234,CA,2016-05-27,15.071961401987677
HOBBIES_1_234,CA,2016-05-28,17.355827847273364
HOBBIES_1_234,CA,2016-05-29,13.524602842847486
HOBBIES_1_234,CA,2016-05-30,14.0487422159097
HOBBIES_1_234,CA,2016-05-31,14.0487422159097
HOBBIES_1_234,CA,2016-06-01,13.524602842847486
HOBBIES_1_234,CA,2016-06-02,13.524602842847486
HOBBIES_1_234,CA,2016-06-03,13.524602842847486
HOBBIES_1_234,CA,2016-06-04,13.524602842847486
HOBBIES_1_234,CA,2016-06-05,13.524602842847486
HOBBIES_1_234,CA,2016-06-06,12.048358530735488
HOBBIES_1_234,CA,2016-06-07,12.048358530735488
HOBBIES_1_234,CA,2016-06-08,13.524602842847486
HOBBIES_1_234,CA,2016-06-09,13.524602842847486
HOBBIES_1_234,CA,2016-06-10,13.524602842847486
HOBBIES_1_234,CA,2016-06-11,13.524602842847486
HOBBIES_1_234,CA,2016-06-12,13.524602842847486
HOBBIES_1_234,CA,2016-06-13,14.0487422159097
HOBBIES_1_234,CA,2016-06-14,14.0487422159097
HOBBIES_1_234,CA,2016-06-15,13.524602842847486
HOBBIES_1_234,CA,2016-06-16,13.524602842847486
HOBBIES_1_234,CA,2016-06-17,13.524602842847486
HOBBIES_1_234,CA,2016-06-18,13.524602842847486
HOBBIES_1_234,CA,2016-06-19,13.524602842847486
HOUSEHOLD_1_118,CA,2016-05-23,33.542098144126705
HOUSEHOLD_1_118,CA,2016-05-24,28.50659885239249
HOUSEHOLD_1_118,CA,2016-05-25,25.943526212722798
HOUSEHOLD_1_118,CA,2016-05-26,22.592378751801604
HOUSEHOLD_1_118,CA,2016-05-27,23.602459935662157
HOUSEHOLD_1_118,CA,2016-05-28,29.05451645891563
HOUSEHOLD_1_118,CA,2016-05-29,42.134698261572446
HOUSEHOLD_1_118,CA,2016-05-30,30.794245041315964
HOUSEHOLD_1_118,CA,2016-05-31,28.136117273079083
HOUSEHOLD_1_118,CA,2016-06-01,26.370246907793003
HOUSEHOLD_1_118,CA,2016-06-02,27.20655939756978
HOUSEHOLD_1_118,CA,2016-06-03,25.560522058050392
HOUSEHOLD_1_118,CA,2016-06-04,37.45675247614265
HOUSEHOLD_1_118,CA,2016-06-05,46.939618564413756
HOUSEHOLD_1_118,CA,2016-06-06,34.56316965781245
HOUSEHOLD_1_118,CA,2016-06-07,29.726543576948952
HOUSEHOLD_1_118,CA,2016-06-08,28.552481393613583
HOUSEHOLD_1_118,CA,2016-06-09,28.093829305683407
HOUSEHOLD_1_118,CA,2016-06-10,28.205686564359148
HOUSEHOLD_1_118,CA,2016-06-11,36.96476868566867
HOUSEHOLD_1_118,CA,2016-06-12,46.17033240019001
HOUSEHOLD_1_118,CA,2016-06-13,34.104517569882276
HOUSEHOLD_1_118,CA,2016-06-14,31.483539919104484
HOUSEHOLD_1_118,CA,2016-06-15,29.340853875436252
HOUSEHOLD_1_118,CA,2016-06-16,29.340853875436252
HOUSEHOLD_1_118,CA,2016-06-17,28.958231433117785
HOUSEHOLD_1_118,CA,2016-06-18,38.75529644964308
HOUSEHOLD_1_118,CA,2016-06-19,45.93789949923847
