id,ADI,CV2,demand_type
FOODS_1_001_CA,1.2287917737789202,0.6837049389089166,erratic
FOODS_1_001_TX,1.5374094931617055,0.7394978638524221,lumpy
FOODS_1_001_WI,1.6757230499561788,0.4879312973633625,intermittent
FOODS_1_002_CA,1.2704318936877077,0.3670903493666791,smooth
FOODS_1_002_TX,2.275656324582339,0.3115345794777546,intermittent
FOODS_1_002_WI,1.4621270084162203,0.3987434597368692,intermittent
FOODS_1_003_CA,1.075970737197524,0.4093974895329091,smooth
FOODS_1_003_TX,1.790065604498594,0.4631279796977657,intermittent
FOODS_1_003_WI,1.3342637822749477,0.6322603748804895,lumpy
FOODS_1_004_CA,1.1081470800288393,0.3293738515573881,smooth
FOODS_1_004_TX,1.1146589259796806,0.25350708223017904,smooth
FOODS_1_004_WI,1.1154684095860568,0.31233049678075686,smooth
FOODS_1_005_CA,1.329624478442281,0.5405980666173754,erratic
FOODS_1_005_TX,1.4883177570093458,0.755497665558235,lumpy
FOODS_1_005_WI,1.474171164225135,0.5406487572466572,lumpy
FOODS_1_006_CA,1.0448087431693989,0.4383368458829632,smooth
FOODS_1_006_TX,1.4007326007326006,0.7425125445940084,lumpy
FOODS_1_006_WI,1.091324200913242,0.5416472124538787,erratic
FOODS_1_008_CA,2.0351941747572817,0.46486064718764875,intermittent
FOODS_1_008_TX,3.8782201405152223,0.5033183431952662,lumpy
FOODS_1_008_WI,1.8546059933407326,0.5043887549220107,lumpy
FOODS_1_009_CA,1.6091954022988506,0.541358583102894,lumpy
FOODS_1_009_TX,2.6243567753001713,0.8015442290626564,lumpy
FOODS_1_009_WI,2.057718120805369,0.4506859641428651,intermittent
FOODS_1_010_CA,2.0137614678899083,0.5119647346938775,lumpy
FOODS_1_010_TX,1.7142857142857142,0.6326201099593978,lumpy
FOODS_1_010_WI,1.5530054644808744,0.5546056424036402,lumpy
FOODS_1_011_CA,1.5827814569536425,0.5056180691725197,lumpy
FOODS_1_011_TX,2.5026178010471205,0.8528814798700179,lumpy
FOODS_1_011_WI,2.4658064516129032,0.5074135879240949,lumpy
FOODS_1_012_CA,1.2083906464924348,0.09508864392279213,smooth
FOODS_1_012_TX,1.018181818181818,0.1257901200007514,smooth
FOODS_1_012_WI,1.2750362844702468,0.3645742073963375,smooth
FOODS_1_013_CA,1.1476590636254502,0.5588128563137428,erratic
FOODS_1_013_TX,1.378787878787879,1.1620094369850662,lumpy
FOODS_1_013_WI,1.3474277660324172,0.6415038752782551,lumpy
FOODS_1_014_CA,1.121676891615542,0.4749790272280152,smooth
FOODS_1_014_TX,1.1849372384937238,0.5141689670739213,erratic
FOODS_1_014_WI,1.0894245723172629,0.416559217586405,smooth
FOODS_1_015_CA,1.4328808446455505,1.0456168135507848,lumpy
FOODS_1_015_TX,1.8118331716779825,1.096600858866221,lumpy
FOODS_1_015_WI,1.8226120857699806,1.385668528994015,lumpy
FOODS_1_016_CA,1.0882185543540126,0.473099728183699,smooth
FOODS_1_016_TX,1.6236193712829228,0.45150747380157896,intermittent
FOODS_1_016_WI,1.3895348837209303,0.5422405094806915,lumpy
FOODS_1_017_CA,1.419741697416974,0.4462467084300263,intermittent
FOODS_1_017_TX,2.0345744680851063,0.5667096080478903,lumpy
FOODS_1_017_WI,2.0091743119266057,0.48949572985459466,intermittent
FOODS_1_018_CA,1.0073761854583771,0.22672427041032364,smooth
FOODS_1_018_TX,1.0111052353252248,0.3930404014765465,smooth
FOODS_1_018_WI,1.0063157894736843,0.26061186587490315,smooth
FOODS_1_019_CA,1.5138558986539985,0.3290247775736385,intermittent
FOODS_1_019_TX,1.7240757439134355,0.37836431903311774,intermittent
FOODS_1_019_WI,1.1687041564792175,0.35563081858391066,smooth
FOODS_1_020_CA,1.2439817826935589,0.3222992085268908,smooth
FOODS_1_020_TX,1.44553706505295,0.4055673053786047,intermittent
FOODS_1_020_WI,1.2545931758530184,0.34336696407302564,smooth
FOODS_1_021_CA,1.0076530612244898,0.5036159373476775,erratic
FOODS_1_021_TX,1.279742765273312,0.6116781386404564,erratic
FOODS_1_021_WI,1.0445804195804196,0.428885625041156,smooth
FOODS_1_022_CA,2.2917981072555205,0.526821675751027,lumpy
FOODS_1_022_TX,1.7585751978891822,0.3695741441820402,intermittent
FOODS_1_022_WI,3.726950354609929,0.23929066944155397,intermittent
FOODS_1_023_CA,1.2100550964187329,0.1985282811602242,smooth
FOODS_1_023_TX,1.0832356389214537,0.4267574117356623,smooth
FOODS_1_023_WI,1.282819383259912,0.4520573844028682,smooth
FOODS_1_024_CA,1.0517051705170517,0.36022592823271266,smooth
FOODS_1_024_TX,1.3696275071633237,0.5535432585709162,lumpy
FOODS_1_024_WI,1.1353919239904988,0.4420503021610667,smooth
FOODS_1_025_CA,1.0928632846087705,0.6075475925429438,erratic
